"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",23
"21",24
"22",25
"23",27
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",50
"43",51
"44",52
"45",53
"46",54
"47",55
"48",56
"49",57
"50",58
"51",59
"52",61
"53",63
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",74
"63",75
"64",76
"65",77
"66",78
"67",79
"68",80
"69",81
"70",82
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",92
"78",93
"79",94
"80",95
"81",96
"82",98
"83",99
"84",100
"85",102
"86",103
"87",105
"88",106
"89",107
"90",108
"91",109
"92",110
"93",111
"94",112
"95",113
"96",114
"97",115
"98",117
"99",118
"100",119
"101",121
"102",122
"103",123
"104",125
"105",126
"106",127
"107",128
"108",132
"109",133
"110",134
"111",137
"112",138
"113",139
"114",140
"115",142
"116",143
"117",144
"118",145
"119",146
"120",147
"121",148
"122",149
"123",150
"124",151
"125",152
"126",154
"127",156
"128",157
"129",158
"130",159
"131",160
"132",162
"133",163
"134",164
"135",165
"136",166
"137",167
"138",168
"139",169
"140",170
"141",172
"142",173
"143",175
"144",176
"145",177
"146",179
"147",180
"148",182
"149",183
"150",184
"151",185
"152",186
"153",187
"154",188
"155",190
"156",191
"157",192
"158",193
"159",196
"160",199
