"","Resample1"
"1",2
"2",3
"3",5
"4",6
"5",7
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",19
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",32
"26",36
"27",37
"28",38
"29",40
"30",41
"31",42
"32",43
"33",45
"34",46
"35",47
"36",48
"37",49
"38",50
"39",51
"40",53
"41",54
"42",57
"43",58
"44",59
"45",60
"46",61
"47",63
"48",64
"49",65
"50",66
"51",67
"52",68
"53",69
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",79
"62",80
"63",81
"64",82
"65",83
"66",85
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",102
"80",103
"81",104
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",112
"89",113
"90",115
"91",116
"92",118
"93",120
"94",121
"95",122
"96",123
"97",124
"98",125
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",135
"108",137
"109",138
"110",139
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",163
"132",164
"133",165
"134",166
"135",167
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",186
"152",188
"153",189
"154",190
"155",192
"156",194
"157",195
"158",197
"159",198
"160",199
