"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",9
"7",10
"8",11
"9",13
"10",14
"11",15
"12",16
"13",17
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",39
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",57
"45",58
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",68
"53",70
"54",71
"55",72
"56",73
"57",74
"58",77
"59",78
"60",79
"61",80
"62",81
"63",82
"64",83
"65",84
"66",85
"67",88
"68",89
"69",90
"70",91
"71",92
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",101
"80",103
"81",104
"82",105
"83",106
"84",107
"85",108
"86",110
"87",111
"88",112
"89",113
"90",114
"91",116
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",133
"108",134
"109",135
"110",136
"111",137
"112",138
"113",139
"114",140
"115",141
"116",142
"117",143
"118",145
"119",146
"120",147
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",155
"128",156
"129",157
"130",158
"131",159
"132",160
"133",161
"134",162
"135",163
"136",164
"137",165
"138",166
"139",167
"140",168
"141",170
"142",171
"143",174
"144",175
"145",176
"146",178
"147",181
"148",183
"149",184
"150",185
"151",186
"152",187
"153",190
"154",191
"155",192
"156",193
"157",195
"158",196
"159",197
"160",199
