"","Resample1"
"1",1
"2",2
"3",5
"4",7
"5",8
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",19
"15",20
"16",21
"17",22
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",39
"32",40
"33",41
"34",42
"35",43
"36",46
"37",48
"38",49
"39",50
"40",51
"41",52
"42",54
"43",56
"44",57
"45",58
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",74
"60",75
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",108
"88",109
"89",110
"90",112
"91",114
"92",116
"93",117
"94",118
"95",119
"96",120
"97",121
"98",122
"99",125
"100",127
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",145
"116",146
"117",147
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",155
"125",157
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",186
"152",188
"153",189
"154",190
"155",192
"156",193
"157",195
"158",196
"159",197
"160",198
