"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",47
"40",48
"41",49
"42",50
"43",52
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",64
"55",67
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",76
"63",77
"64",78
"65",79
"66",80
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",108
"91",109
"92",110
"93",111
"94",112
"95",113
"96",114
"97",116
"98",118
"99",119
"100",121
"101",122
"102",123
"103",124
"104",126
"105",127
"106",128
"107",129
"108",130
"109",132
"110",133
"111",134
"112",135
"113",137
"114",138
"115",141
"116",142
"117",143
"118",144
"119",145
"120",146
"121",147
"122",148
"123",149
"124",150
"125",151
"126",153
"127",154
"128",155
"129",156
"130",157
"131",158
"132",159
"133",161
"134",163
"135",164
"136",165
"137",166
"138",167
"139",168
"140",169
"141",171
"142",172
"143",176
"144",177
"145",178
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",189
"153",190
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
