"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",11
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",45
"38",46
"39",47
"40",48
"41",49
"42",50
"43",51
"44",52
"45",53
"46",54
"47",56
"48",58
"49",60
"50",62
"51",64
"52",65
"53",66
"54",69
"55",70
"56",71
"57",72
"58",73
"59",74
"60",76
"61",77
"62",78
"63",79
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",89
"71",90
"72",91
"73",94
"74",95
"75",96
"76",98
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",114
"91",115
"92",116
"93",117
"94",118
"95",120
"96",121
"97",122
"98",123
"99",124
"100",127
"101",129
"102",130
"103",131
"104",132
"105",134
"106",135
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",152
"124",153
"125",154
"126",155
"127",156
"128",158
"129",159
"130",161
"131",162
"132",163
"133",164
"134",165
"135",166
"136",167
"137",169
"138",170
"139",171
"140",172
"141",173
"142",174
"143",176
"144",178
"145",179
"146",181
"147",182
"148",183
"149",185
"150",186
"151",187
"152",188
"153",190
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
