"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",17
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",30
"25",31
"26",32
"27",34
"28",38
"29",39
"30",40
"31",41
"32",42
"33",45
"34",46
"35",47
"36",48
"37",49
"38",50
"39",51
"40",52
"41",53
"42",54
"43",56
"44",58
"45",59
"46",60
"47",61
"48",62
"49",63
"50",64
"51",66
"52",67
"53",68
"54",69
"55",70
"56",71
"57",73
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",83
"66",84
"67",86
"68",87
"69",88
"70",89
"71",91
"72",92
"73",94
"74",95
"75",98
"76",99
"77",100
"78",101
"79",102
"80",104
"81",105
"82",106
"83",108
"84",109
"85",110
"86",111
"87",112
"88",114
"89",115
"90",116
"91",117
"92",118
"93",119
"94",120
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",144
"118",146
"119",147
"120",148
"121",149
"122",151
"123",152
"124",153
"125",154
"126",155
"127",156
"128",157
"129",158
"130",160
"131",162
"132",163
"133",164
"134",166
"135",167
"136",169
"137",170
"138",171
"139",173
"140",174
"141",175
"142",176
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",187
"152",188
"153",189
"154",190
"155",191
"156",192
"157",194
"158",195
"159",197
"160",198
