"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",18
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",38
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",47
"38",48
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",60
"48",61
"49",63
"50",64
"51",68
"52",69
"53",70
"54",71
"55",72
"56",74
"57",76
"58",77
"59",80
"60",81
"61",83
"62",84
"63",85
"64",86
"65",87
"66",89
"67",90
"68",91
"69",92
"70",93
"71",95
"72",96
"73",98
"74",99
"75",100
"76",101
"77",102
"78",103
"79",104
"80",105
"81",106
"82",107
"83",108
"84",109
"85",110
"86",111
"87",112
"88",113
"89",114
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",126
"102",127
"103",128
"104",129
"105",130
"106",131
"107",132
"108",133
"109",135
"110",136
"111",137
"112",138
"113",139
"114",140
"115",142
"116",143
"117",144
"118",145
"119",146
"120",147
"121",149
"122",150
"123",151
"124",152
"125",154
"126",155
"127",156
"128",157
"129",158
"130",159
"131",160
"132",161
"133",163
"134",164
"135",167
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",180
"146",181
"147",182
"148",184
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",194
"157",196
"158",197
"159",198
"160",199
