"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",11
"11",12
"12",14
"13",15
"14",17
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",38
"31",39
"32",40
"33",41
"34",43
"35",44
"36",46
"37",47
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",57
"45",59
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",67
"53",68
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",88
"70",89
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",99
"79",100
"80",101
"81",103
"82",104
"83",105
"84",106
"85",107
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",116
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",125
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",149
"121",150
"122",151
"123",153
"124",154
"125",155
"126",157
"127",158
"128",159
"129",161
"130",163
"131",167
"132",168
"133",169
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",192
"156",194
"157",195
"158",197
"159",198
"160",199
