"","Resample1"
"1",1
"2",2
"3",4
"4",6
"5",9
"6",10
"7",11
"8",12
"9",13
"10",14
"11",15
"12",17
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",35
"28",36
"29",37
"30",40
"31",41
"32",42
"33",43
"34",45
"35",46
"36",47
"37",48
"38",49
"39",51
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",65
"52",66
"53",67
"54",68
"55",69
"56",71
"57",72
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",96
"80",97
"81",99
"82",100
"83",102
"84",104
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
"97",118
"98",120
"99",121
"100",122
"101",123
"102",124
"103",125
"104",126
"105",127
"106",128
"107",129
"108",131
"109",132
"110",133
"111",134
"112",136
"113",137
"114",139
"115",140
"116",142
"117",144
"118",145
"119",146
"120",147
"121",148
"122",149
"123",150
"124",151
"125",153
"126",154
"127",155
"128",156
"129",159
"130",160
"131",161
"132",162
"133",163
"134",165
"135",167
"136",168
"137",169
"138",170
"139",171
"140",172
"141",173
"142",174
"143",175
"144",176
"145",177
"146",178
"147",179
"148",180
"149",183
"150",186
"151",187
"152",188
"153",189
"154",192
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
