"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",13
"12",15
"13",16
"14",17
"15",18
"16",20
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",50
"44",53
"45",54
"46",55
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",67
"58",68
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",76
"66",77
"67",78
"68",80
"69",81
"70",82
"71",83
"72",84
"73",85
"74",86
"75",88
"76",90
"77",92
"78",93
"79",95
"80",96
"81",98
"82",99
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",108
"91",109
"92",111
"93",112
"94",113
"95",115
"96",116
"97",117
"98",119
"99",120
"100",122
"101",125
"102",126
"103",127
"104",128
"105",129
"106",132
"107",133
"108",134
"109",135
"110",136
"111",137
"112",138
"113",140
"114",141
"115",142
"116",143
"117",144
"118",146
"119",147
"120",149
"121",151
"122",152
"123",153
"124",154
"125",156
"126",157
"127",159
"128",163
"129",164
"130",165
"131",166
"132",168
"133",169
"134",170
"135",171
"136",172
"137",174
"138",175
"139",177
"140",178
"141",179
"142",180
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
