"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",13
"11",14
"12",15
"13",16
"14",17
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",64
"55",65
"56",66
"57",68
"58",69
"59",71
"60",72
"61",73
"62",75
"63",76
"64",77
"65",78
"66",79
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",96
"82",97
"83",98
"84",99
"85",100
"86",102
"87",104
"88",105
"89",106
"90",107
"91",108
"92",111
"93",112
"94",113
"95",114
"96",115
"97",117
"98",118
"99",119
"100",120
"101",122
"102",123
"103",124
"104",125
"105",126
"106",127
"107",128
"108",129
"109",131
"110",134
"111",135
"112",137
"113",138
"114",139
"115",140
"116",142
"117",143
"118",144
"119",145
"120",146
"121",147
"122",149
"123",150
"124",151
"125",152
"126",153
"127",154
"128",155
"129",156
"130",157
"131",158
"132",159
"133",160
"134",162
"135",163
"136",164
"137",165
"138",167
"139",169
"140",170
"141",171
"142",172
"143",173
"144",174
"145",175
"146",176
"147",177
"148",180
"149",185
"150",186
"151",187
"152",188
"153",189
"154",191
"155",192
"156",195
"157",196
"158",197
"159",198
"160",199
