"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",28
"24",30
"25",31
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",41
"33",42
"34",43
"35",44
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",55
"45",56
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",70
"57",71
"58",73
"59",74
"60",76
"61",77
"62",79
"63",81
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",100
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",110
"89",112
"90",113
"91",115
"92",116
"93",117
"94",119
"95",120
"96",122
"97",124
"98",126
"99",127
"100",128
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",153
"124",154
"125",155
"126",156
"127",157
"128",159
"129",160
"130",161
"131",162
"132",164
"133",165
"134",166
"135",168
"136",170
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",180
"145",181
"146",182
"147",184
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
