"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",8
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",34
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",44
"35",45
"36",46
"37",47
"38",48
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",59
"47",60
"48",61
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",85
"71",86
"72",87
"73",88
"74",90
"75",91
"76",92
"77",94
"78",95
"79",96
"80",98
"81",99
"82",100
"83",102
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
"97",119
"98",120
"99",121
"100",122
"101",123
"102",124
"103",125
"104",126
"105",127
"106",128
"107",129
"108",131
"109",132
"110",133
"111",134
"112",135
"113",136
"114",137
"115",138
"116",139
"117",140
"118",141
"119",142
"120",145
"121",146
"122",147
"123",150
"124",151
"125",152
"126",154
"127",155
"128",156
"129",159
"130",160
"131",163
"132",165
"133",166
"134",167
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",185
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
