"","Resample1"
"1",1
"2",4
"3",5
"4",6
"5",7
"6",8
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",37
"31",39
"32",41
"33",43
"34",44
"35",45
"36",46
"37",47
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",79
"65",80
"66",81
"67",82
"68",83
"69",85
"70",86
"71",87
"72",88
"73",90
"74",92
"75",93
"76",94
"77",95
"78",97
"79",98
"80",99
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",112
"91",113
"92",114
"93",115
"94",117
"95",118
"96",119
"97",120
"98",121
"99",125
"100",126
"101",127
"102",128
"103",129
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",144
"118",145
"119",146
"120",147
"121",148
"122",149
"123",150
"124",151
"125",152
"126",153
"127",154
"128",155
"129",157
"130",158
"131",159
"132",160
"133",161
"134",162
"135",163
"136",165
"137",167
"138",168
"139",170
"140",172
"141",174
"142",175
"143",176
"144",177
"145",178
"146",181
"147",183
"148",184
"149",186
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",195
"157",196
"158",197
"159",198
"160",199
