"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",15
"14",16
"15",17
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",34
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",53
"43",54
"44",55
"45",56
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",82
"68",83
"69",85
"70",86
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",107
"89",109
"90",110
"91",111
"92",112
"93",113
"94",115
"95",117
"96",118
"97",119
"98",122
"99",124
"100",125
"101",127
"102",128
"103",129
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",139
"112",141
"113",143
"114",144
"115",146
"116",147
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",156
"125",157
"126",158
"127",160
"128",161
"129",162
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",176
"142",177
"143",178
"144",179
"145",180
"146",182
"147",183
"148",185
"149",186
"150",187
"151",188
"152",189
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
