"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",12
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",43
"36",44
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",56
"46",57
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",83
"68",84
"69",85
"70",86
"71",87
"72",89
"73",90
"74",91
"75",93
"76",95
"77",99
"78",100
"79",101
"80",104
"81",105
"82",107
"83",108
"84",109
"85",110
"86",111
"87",112
"88",113
"89",114
"90",115
"91",116
"92",118
"93",119
"94",120
"95",122
"96",124
"97",125
"98",126
"99",127
"100",128
"101",129
"102",130
"103",131
"104",132
"105",134
"106",135
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",145
"117",146
"118",147
"119",148
"120",150
"121",152
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",160
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",171
"139",173
"140",174
"141",175
"142",176
"143",178
"144",179
"145",180
"146",181
"147",182
"148",184
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",197
"159",198
"160",199
