"","Resample1"
"1",3
"2",4
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",22
"19",23
"20",24
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",44
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",96
"80",99
"81",100
"82",101
"83",102
"84",106
"85",107
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",125
"102",127
"103",128
"104",129
"105",130
"106",132
"107",133
"108",134
"109",136
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",148
"120",149
"121",150
"122",151
"123",152
"124",154
"125",155
"126",156
"127",157
"128",159
"129",160
"130",162
"131",163
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",175
"142",176
"143",177
"144",178
"145",179
"146",181
"147",182
"148",183
"149",184
"150",185
"151",189
"152",190
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
