"","Resample1"
"1",3
"2",4
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",18
"15",20
"16",21
"17",22
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",42
"35",43
"36",44
"37",45
"38",46
"39",48
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",65
"54",66
"55",67
"56",68
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",78
"65",79
"66",80
"67",82
"68",83
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",94
"77",95
"78",97
"79",98
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",116
"94",117
"95",118
"96",120
"97",122
"98",123
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",135
"108",136
"109",137
"110",138
"111",139
"112",141
"113",142
"114",143
"115",144
"116",145
"117",146
"118",147
"119",149
"120",150
"121",152
"122",153
"123",156
"124",157
"125",158
"126",160
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",178
"144",179
"145",180
"146",181
"147",182
"148",184
"149",185
"150",186
"151",187
"152",189
"153",191
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
