"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",18
"15",19
"16",20
"17",21
"18",23
"19",24
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",46
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",69
"56",71
"57",72
"58",73
"59",74
"60",75
"61",77
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",95
"78",99
"79",103
"80",104
"81",106
"82",107
"83",109
"84",110
"85",112
"86",113
"87",114
"88",115
"89",116
"90",117
"91",118
"92",120
"93",122
"94",123
"95",124
"96",125
"97",127
"98",128
"99",130
"100",131
"101",132
"102",133
"103",134
"104",135
"105",136
"106",137
"107",138
"108",139
"109",140
"110",141
"111",142
"112",143
"113",144
"114",146
"115",147
"116",148
"117",149
"118",151
"119",152
"120",153
"121",154
"122",156
"123",157
"124",158
"125",161
"126",162
"127",163
"128",164
"129",165
"130",166
"131",167
"132",169
"133",170
"134",171
"135",172
"136",173
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",180
"144",181
"145",183
"146",184
"147",185
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
