"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",38
"31",39
"32",40
"33",43
"34",44
"35",46
"36",47
"37",48
"38",49
"39",51
"40",52
"41",54
"42",55
"43",56
"44",57
"45",59
"46",60
"47",62
"48",63
"49",67
"50",68
"51",69
"52",70
"53",71
"54",72
"55",73
"56",74
"57",75
"58",76
"59",77
"60",78
"61",79
"62",82
"63",84
"64",85
"65",86
"66",87
"67",89
"68",90
"69",91
"70",93
"71",94
"72",95
"73",97
"74",98
"75",99
"76",100
"77",101
"78",102
"79",103
"80",104
"81",105
"82",106
"83",107
"84",110
"85",111
"86",112
"87",113
"88",114
"89",115
"90",116
"91",117
"92",118
"93",119
"94",120
"95",122
"96",123
"97",124
"98",125
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",146
"118",148
"119",149
"120",150
"121",151
"122",152
"123",153
"124",154
"125",155
"126",157
"127",158
"128",159
"129",161
"130",162
"131",163
"132",164
"133",166
"134",167
"135",168
"136",170
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",186
"150",187
"151",188
"152",189
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
