"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",21
"19",22
"20",23
"21",25
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",37
"31",38
"32",40
"33",41
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",61
"52",62
"53",63
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",76
"66",77
"67",78
"68",79
"69",80
"70",82
"71",83
"72",85
"73",86
"74",88
"75",89
"76",90
"77",91
"78",94
"79",95
"80",96
"81",98
"82",99
"83",100
"84",101
"85",102
"86",103
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",112
"94",113
"95",114
"96",115
"97",116
"98",117
"99",118
"100",119
"101",121
"102",123
"103",125
"104",128
"105",131
"106",132
"107",133
"108",135
"109",136
"110",137
"111",138
"112",139
"113",141
"114",142
"115",143
"116",144
"117",148
"118",150
"119",151
"120",152
"121",153
"122",154
"123",155
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",172
"138",173
"139",174
"140",175
"141",177
"142",180
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
