"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",12
"11",14
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",36
"29",38
"30",39
"31",40
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",49
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",61
"49",62
"50",63
"51",65
"52",66
"53",68
"54",69
"55",70
"56",71
"57",73
"58",74
"59",75
"60",76
"61",77
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",89
"72",90
"73",91
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",100
"81",101
"82",102
"83",103
"84",104
"85",107
"86",108
"87",110
"88",111
"89",112
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",127
"101",128
"102",130
"103",131
"104",132
"105",134
"106",135
"107",137
"108",139
"109",140
"110",141
"111",142
"112",143
"113",144
"114",145
"115",146
"116",147
"117",148
"118",149
"119",151
"120",152
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",180
"146",181
"147",182
"148",184
"149",186
"150",187
"151",188
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
