"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",21
"19",22
"20",24
"21",25
"22",26
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",47
"41",48
"42",49
"43",50
"44",51
"45",52
"46",53
"47",54
"48",55
"49",56
"50",57
"51",58
"52",60
"53",61
"54",62
"55",63
"56",64
"57",65
"58",66
"59",67
"60",68
"61",69
"62",70
"63",71
"64",72
"65",73
"66",74
"67",76
"68",77
"69",78
"70",79
"71",80
"72",81
"73",82
"74",83
"75",84
"76",85
"77",88
"78",89
"79",91
"80",92
"81",94
"82",95
"83",96
"84",97
"85",98
"86",99
"87",100
"88",101
"89",102
"90",103
"91",104
"92",106
"93",107
"94",108
"95",110
"96",111
"97",112
"98",115
"99",116
"100",118
"101",119
"102",120
"103",121
"104",123
"105",124
"106",125
"107",126
"108",127
"109",128
"110",130
"111",131
"112",133
"113",134
"114",135
"115",136
"116",138
"117",139
"118",140
"119",142
"120",143
"121",144
"122",146
"123",147
"124",148
"125",149
"126",150
"127",151
"128",152
"129",154
"130",156
"131",158
"132",159
"133",160
"134",162
"135",164
"136",165
"137",166
"138",167
"139",168
"140",169
"141",170
"142",172
"143",174
"144",175
"145",176
"146",177
"147",178
"148",179
"149",183
"150",184
"151",186
"152",188
"153",189
"154",190
"155",192
"156",193
"157",194
"158",195
"159",197
"160",199
