"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",20
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",38
"31",39
"32",40
"33",41
"34",43
"35",44
"36",45
"37",46
"38",47
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",72
"61",73
"62",74
"63",77
"64",78
"65",79
"66",80
"67",82
"68",83
"69",84
"70",87
"71",89
"72",90
"73",91
"74",93
"75",95
"76",96
"77",97
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",109
"87",110
"88",111
"89",113
"90",114
"91",115
"92",116
"93",117
"94",120
"95",121
"96",122
"97",124
"98",125
"99",126
"100",128
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",136
"108",137
"109",138
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",147
"117",150
"118",151
"119",152
"120",153
"121",154
"122",155
"123",157
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",168
"132",169
"133",170
"134",171
"135",172
"136",173
"137",175
"138",176
"139",177
"140",178
"141",179
"142",180
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
