"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",27
"23",28
"24",29
"25",31
"26",34
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",48
"38",49
"39",50
"40",51
"41",52
"42",56
"43",57
"44",59
"45",61
"46",63
"47",64
"48",65
"49",66
"50",67
"51",68
"52",69
"53",70
"54",71
"55",72
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",80
"63",81
"64",82
"65",84
"66",85
"67",86
"68",88
"69",89
"70",90
"71",92
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",105
"84",106
"85",107
"86",108
"87",110
"88",111
"89",112
"90",114
"91",116
"92",118
"93",119
"94",120
"95",121
"96",122
"97",124
"98",126
"99",127
"100",128
"101",129
"102",131
"103",133
"104",134
"105",136
"106",137
"107",138
"108",139
"109",140
"110",142
"111",143
"112",144
"113",145
"114",146
"115",147
"116",148
"117",149
"118",150
"119",151
"120",152
"121",154
"122",155
"123",156
"124",159
"125",160
"126",161
"127",162
"128",163
"129",164
"130",165
"131",166
"132",167
"133",168
"134",169
"135",170
"136",171
"137",172
"138",174
"139",175
"140",176
"141",177
"142",178
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
