"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",13
"13",14
"14",15
"15",17
"16",19
"17",20
"18",21
"19",22
"20",25
"21",26
"22",27
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",45
"38",46
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",58
"48",59
"49",61
"50",63
"51",66
"52",67
"53",68
"54",69
"55",70
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",95
"80",96
"81",97
"82",99
"83",100
"84",101
"85",102
"86",103
"87",104
"88",105
"89",106
"90",107
"91",108
"92",109
"93",110
"94",111
"95",112
"96",114
"97",116
"98",117
"99",118
"100",119
"101",120
"102",121
"103",122
"104",123
"105",124
"106",125
"107",128
"108",129
"109",130
"110",131
"111",132
"112",133
"113",134
"114",135
"115",137
"116",138
"117",139
"118",140
"119",142
"120",143
"121",144
"122",146
"123",147
"124",149
"125",150
"126",151
"127",153
"128",154
"129",155
"130",156
"131",157
"132",158
"133",159
"134",163
"135",164
"136",165
"137",166
"138",167
"139",168
"140",171
"141",172
"142",173
"143",174
"144",176
"145",178
"146",179
"147",182
"148",183
"149",184
"150",187
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
