"","Resample1"
"1",1
"2",4
"3",5
"4",6
"5",7
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",25
"22",27
"23",28
"24",30
"25",32
"26",34
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",58
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",87
"72",88
"73",89
"74",90
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",109
"91",110
"92",112
"93",113
"94",114
"95",115
"96",116
"97",117
"98",118
"99",119
"100",121
"101",122
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",132
"109",134
"110",135
"111",136
"112",137
"113",138
"114",140
"115",141
"116",142
"117",143
"118",144
"119",145
"120",146
"121",147
"122",148
"123",149
"124",150
"125",151
"126",152
"127",153
"128",154
"129",155
"130",156
"131",158
"132",159
"133",160
"134",161
"135",162
"136",164
"137",165
"138",166
"139",167
"140",170
"141",171
"142",173
"143",174
"144",175
"145",176
"146",178
"147",180
"148",183
"149",184
"150",185
"151",186
"152",188
"153",190
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
