"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",17
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",46
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",65
"55",66
"56",67
"57",68
"58",69
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",81
"66",82
"67",83
"68",85
"69",87
"70",89
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",106
"85",107
"86",108
"87",109
"88",110
"89",112
"90",113
"91",115
"92",116
"93",117
"94",118
"95",120
"96",121
"97",122
"98",124
"99",125
"100",127
"101",128
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",145
"117",146
"118",147
"119",148
"120",149
"121",151
"122",152
"123",153
"124",154
"125",155
"126",157
"127",158
"128",159
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",169
"138",170
"139",171
"140",172
"141",173
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",185
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",199
