"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",17
"17",20
"18",21
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",49
"40",50
"41",51
"42",52
"43",53
"44",56
"45",57
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",82
"68",84
"69",85
"70",86
"71",87
"72",88
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",101
"85",102
"86",104
"87",105
"88",108
"89",109
"90",110
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
"97",118
"98",119
"99",120
"100",121
"101",122
"102",123
"103",125
"104",126
"105",127
"106",129
"107",130
"108",133
"109",134
"110",135
"111",136
"112",137
"113",138
"114",139
"115",141
"116",143
"117",144
"118",145
"119",146
"120",148
"121",150
"122",152
"123",153
"124",154
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",164
"134",166
"135",167
"136",168
"137",169
"138",170
"139",173
"140",174
"141",176
"142",177
"143",178
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",190
"154",191
"155",193
"156",194
"157",195
"158",197
"159",198
"160",199
