"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",41
"34",42
"35",43
"36",44
"37",46
"38",48
"39",49
"40",50
"41",52
"42",54
"43",55
"44",57
"45",58
"46",60
"47",61
"48",62
"49",63
"50",65
"51",66
"52",67
"53",70
"54",71
"55",72
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",82
"65",83
"66",84
"67",85
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",98
"79",99
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",113
"91",115
"92",116
"93",117
"94",119
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",127
"102",128
"103",130
"104",131
"105",132
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",142
"114",143
"115",144
"116",145
"117",146
"118",148
"119",149
"120",151
"121",152
"122",153
"123",154
"124",156
"125",157
"126",159
"127",160
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",171
"136",173
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",181
"144",182
"145",183
"146",184
"147",185
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
