"","Resample1"
"1",1
"2",4
"3",6
"4",7
"5",8
"6",9
"7",10
"8",11
"9",13
"10",14
"11",15
"12",16
"13",17
"14",20
"15",21
"16",22
"17",23
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",43
"36",45
"37",46
"38",48
"39",50
"40",51
"41",53
"42",54
"43",56
"44",57
"45",58
"46",59
"47",61
"48",62
"49",63
"50",65
"51",66
"52",67
"53",68
"54",69
"55",71
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",87
"70",88
"71",90
"72",91
"73",92
"74",94
"75",96
"76",97
"77",98
"78",99
"79",100
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",121
"98",122
"99",123
"100",124
"101",125
"102",126
"103",127
"104",128
"105",129
"106",130
"107",135
"108",136
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",152
"124",153
"125",154
"126",155
"127",156
"128",158
"129",159
"130",160
"131",162
"132",164
"133",165
"134",166
"135",168
"136",169
"137",170
"138",171
"139",173
"140",174
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",184
"149",185
"150",187
"151",189
"152",190
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
