"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",18
"15",19
"16",20
"17",21
"18",23
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",42
"35",44
"36",45
"37",47
"38",48
"39",50
"40",52
"41",53
"42",55
"43",56
"44",57
"45",59
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",80
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",91
"72",92
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",101
"80",102
"81",104
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",112
"89",113
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",121
"97",123
"98",124
"99",125
"100",126
"101",128
"102",129
"103",130
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",140
"112",141
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",153
"123",155
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",165
"132",166
"133",168
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",181
"146",182
"147",184
"148",185
"149",186
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",197
"159",198
"160",199
