"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",10
"10",11
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",39
"33",40
"34",41
"35",42
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",52
"43",54
"44",55
"45",56
"46",58
"47",59
"48",60
"49",61
"50",64
"51",65
"52",67
"53",68
"54",69
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",88
"71",89
"72",91
"73",92
"74",93
"75",94
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
"97",120
"98",121
"99",123
"100",126
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",133
"108",135
"109",136
"110",137
"111",138
"112",139
"113",141
"114",143
"115",145
"116",146
"117",147
"118",148
"119",150
"120",151
"121",152
"122",153
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",171
"138",172
"139",173
"140",174
"141",176
"142",177
"143",178
"144",180
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",195
"158",197
"159",198
"160",199
