"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",33
"27",35
"28",36
"29",37
"30",38
"31",40
"32",41
"33",42
"34",43
"35",46
"36",47
"37",48
"38",49
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",65
"52",67
"53",68
"54",70
"55",72
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",79
"63",81
"64",82
"65",84
"66",85
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",114
"92",115
"93",116
"94",117
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",127
"102",128
"103",129
"104",130
"105",134
"106",135
"107",136
"108",137
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",153
"124",155
"125",156
"126",157
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",169
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",179
"145",180
"146",181
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",190
"154",191
"155",192
"156",195
"157",196
"158",197
"159",198
"160",199
