"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",57
"48",58
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",88
"72",89
"73",91
"74",92
"75",93
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",108
"87",109
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",122
"99",124
"100",127
"101",128
"102",129
"103",130
"104",132
"105",133
"106",134
"107",135
"108",138
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",168
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",187
"152",188
"153",189
"154",191
"155",192
"156",193
"157",194
"158",196
"159",197
"160",198
