"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",23
"21",26
"22",27
"23",28
"24",29
"25",31
"26",33
"27",35
"28",36
"29",37
"30",38
"31",39
"32",41
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",84
"68",85
"69",86
"70",88
"71",89
"72",90
"73",91
"74",92
"75",94
"76",95
"77",96
"78",97
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",107
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",118
"96",119
"97",122
"98",123
"99",124
"100",127
"101",129
"102",130
"103",131
"104",134
"105",136
"106",137
"107",138
"108",139
"109",140
"110",141
"111",142
"112",143
"113",144
"114",145
"115",146
"116",147
"117",148
"118",149
"119",151
"120",152
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",170
"138",172
"139",173
"140",177
"141",178
"142",179
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
