"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",10
"8",11
"9",12
"10",13
"11",15
"12",17
"13",18
"14",19
"15",21
"16",22
"17",23
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",33
"26",34
"27",35
"28",37
"29",38
"30",40
"31",41
"32",42
"33",43
"34",44
"35",46
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",57
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",79
"65",80
"66",81
"67",83
"68",86
"69",87
"70",88
"71",89
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",110
"90",111
"91",113
"92",115
"93",116
"94",121
"95",122
"96",124
"97",125
"98",126
"99",127
"100",128
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",149
"120",150
"121",151
"122",153
"123",155
"124",156
"125",157
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",172
"139",173
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",186
"151",187
"152",189
"153",190
"154",191
"155",192
"156",193
"157",196
"158",197
"159",198
"160",199
