"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",8
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",21
"17",22
"18",23
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",39
"31",40
"32",41
"33",42
"34",44
"35",45
"36",46
"37",48
"38",49
"39",50
"40",51
"41",55
"42",56
"43",57
"44",58
"45",59
"46",60
"47",61
"48",62
"49",63
"50",66
"51",67
"52",68
"53",69
"54",70
"55",71
"56",72
"57",74
"58",75
"59",76
"60",77
"61",79
"62",80
"63",81
"64",82
"65",83
"66",84
"67",85
"68",86
"69",88
"70",91
"71",92
"72",93
"73",94
"74",95
"75",97
"76",98
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",115
"93",116
"94",118
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",127
"102",128
"103",129
"104",131
"105",132
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",148
"120",149
"121",150
"122",151
"123",152
"124",153
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",165
"134",166
"135",167
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",178
"146",179
"147",181
"148",182
"149",184
"150",186
"151",187
"152",188
"153",189
"154",191
"155",192
"156",193
"157",194
"158",195
"159",196
"160",198
