"","Resample1"
"1",2
"2",5
"3",6
"4",9
"5",10
"6",11
"7",12
"8",13
"9",14
"10",15
"11",16
"12",17
"13",18
"14",19
"15",20
"16",22
"17",23
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",50
"44",52
"45",53
"46",54
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",63
"55",66
"56",67
"57",70
"58",71
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",81
"67",83
"68",84
"69",85
"70",86
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",102
"85",103
"86",104
"87",105
"88",107
"89",108
"90",112
"91",115
"92",117
"93",118
"94",119
"95",120
"96",123
"97",124
"98",125
"99",126
"100",127
"101",128
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",141
"113",142
"114",145
"115",147
"116",148
"117",149
"118",150
"119",151
"120",152
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",176
"142",180
"143",181
"144",182
"145",184
"146",185
"147",186
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
