"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",17
"16",19
"17",23
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",48
"41",49
"42",50
"43",51
"44",52
"45",53
"46",54
"47",55
"48",56
"49",57
"50",58
"51",60
"52",61
"53",62
"54",64
"55",65
"56",66
"57",67
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",76
"66",77
"67",78
"68",79
"69",80
"70",81
"71",83
"72",84
"73",85
"74",87
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",96
"82",98
"83",99
"84",101
"85",102
"86",103
"87",104
"88",106
"89",108
"90",109
"91",110
"92",111
"93",112
"94",113
"95",115
"96",117
"97",118
"98",119
"99",121
"100",123
"101",124
"102",125
"103",127
"104",129
"105",132
"106",133
"107",134
"108",135
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",155
"128",157
"129",158
"130",159
"131",160
"132",161
"133",162
"134",163
"135",164
"136",166
"137",167
"138",168
"139",169
"140",170
"141",172
"142",174
"143",175
"144",179
"145",180
"146",181
"147",183
"148",184
"149",185
"150",186
"151",188
"152",189
"153",191
"154",192
"155",193
"156",194
"157",195
"158",197
"159",198
"160",199
