"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",11
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",21
"18",22
"19",23
"20",25
"21",27
"22",28
"23",29
"24",30
"25",32
"26",34
"27",35
"28",36
"29",37
"30",38
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",50
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",59
"47",60
"48",61
"49",62
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",72
"58",73
"59",74
"60",75
"61",76
"62",78
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",94
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",105
"86",106
"87",108
"88",109
"89",110
"90",111
"91",112
"92",114
"93",115
"94",117
"95",118
"96",121
"97",122
"98",124
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",155
"128",156
"129",157
"130",158
"131",160
"132",161
"133",162
"134",163
"135",164
"136",165
"137",166
"138",167
"139",169
"140",171
"141",172
"142",174
"143",175
"144",176
"145",177
"146",178
"147",179
"148",181
"149",183
"150",184
"151",185
"152",187
"153",188
"154",189
"155",190
"156",191
"157",192
"158",197
"159",198
"160",199
