"","Resample1"
"1",5
"2",6
"3",8
"4",9
"5",10
"6",11
"7",12
"8",13
"9",14
"10",15
"11",16
"12",17
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",50
"44",51
"45",52
"46",54
"47",55
"48",56
"49",57
"50",58
"51",59
"52",60
"53",62
"54",65
"55",66
"56",67
"57",69
"58",70
"59",71
"60",74
"61",76
"62",77
"63",79
"64",80
"65",81
"66",82
"67",83
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",96
"78",97
"79",98
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",110
"89",111
"90",112
"91",113
"92",114
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",123
"100",124
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",134
"108",135
"109",136
"110",137
"111",139
"112",140
"113",141
"114",142
"115",143
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",152
"124",154
"125",155
"126",156
"127",158
"128",159
"129",160
"130",161
"131",163
"132",164
"133",165
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",185
"152",187
"153",188
"154",189
"155",190
"156",192
"157",194
"158",195
"159",196
"160",199
