"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",10
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",41
"34",45
"35",48
"36",49
"37",50
"38",51
"39",52
"40",54
"41",56
"42",57
"43",58
"44",59
"45",60
"46",61
"47",62
"48",63
"49",64
"50",65
"51",66
"52",67
"53",68
"54",69
"55",70
"56",74
"57",75
"58",76
"59",77
"60",78
"61",79
"62",80
"63",81
"64",82
"65",83
"66",84
"67",86
"68",87
"69",90
"70",92
"71",94
"72",95
"73",96
"74",97
"75",98
"76",99
"77",100
"78",101
"79",102
"80",103
"81",104
"82",105
"83",106
"84",107
"85",108
"86",110
"87",112
"88",113
"89",114
"90",115
"91",117
"92",120
"93",121
"94",122
"95",123
"96",125
"97",126
"98",127
"99",129
"100",130
"101",131
"102",132
"103",133
"104",134
"105",135
"106",136
"107",137
"108",138
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",149
"119",150
"120",152
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",193
"157",195
"158",196
"159",197
"160",198
