"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",50
"43",51
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",63
"55",64
"56",66
"57",67
"58",68
"59",69
"60",71
"61",72
"62",73
"63",74
"64",75
"65",76
"66",77
"67",78
"68",79
"69",80
"70",81
"71",82
"72",84
"73",86
"74",87
"75",88
"76",89
"77",91
"78",93
"79",97
"80",98
"81",99
"82",101
"83",103
"84",108
"85",110
"86",111
"87",112
"88",113
"89",114
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",123
"97",125
"98",126
"99",127
"100",128
"101",129
"102",131
"103",132
"104",133
"105",134
"106",135
"107",136
"108",137
"109",138
"110",139
"111",141
"112",143
"113",144
"114",145
"115",147
"116",148
"117",149
"118",150
"119",152
"120",153
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",175
"141",176
"142",177
"143",179
"144",180
"145",181
"146",182
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
