"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",21
"18",22
"19",24
"20",25
"21",26
"22",28
"23",30
"24",31
"25",34
"26",35
"27",36
"28",37
"29",38
"30",39
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",71
"60",72
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",91
"78",92
"79",93
"80",94
"81",95
"82",97
"83",98
"84",99
"85",100
"86",101
"87",102
"88",104
"89",105
"90",106
"91",108
"92",109
"93",110
"94",113
"95",114
"96",116
"97",117
"98",118
"99",119
"100",121
"101",123
"102",124
"103",125
"104",127
"105",128
"106",130
"107",132
"108",133
"109",134
"110",135
"111",136
"112",137
"113",138
"114",139
"115",141
"116",142
"117",144
"118",146
"119",147
"120",151
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",165
"133",167
"134",168
"135",169
"136",170
"137",171
"138",173
"139",174
"140",175
"141",177
"142",179
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",189
"152",191
"153",192
"154",194
"155",195
"156",196
"157",197
"158",198
"159",200
"160",201
"161",202
"162",203
"163",204
"164",205
"165",207
"166",208
"167",209
"168",210
"169",211
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
