"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",8
"6",11
"7",12
"8",13
"9",14
"10",15
"11",16
"12",17
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",31
"24",32
"25",33
"26",34
"27",35
"28",36
"29",37
"30",38
"31",39
"32",40
"33",43
"34",44
"35",46
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",68
"56",69
"57",70
"58",71
"59",73
"60",75
"61",76
"62",77
"63",79
"64",81
"65",82
"66",84
"67",85
"68",87
"69",88
"70",89
"71",90
"72",92
"73",93
"74",94
"75",97
"76",98
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",109
"87",110
"88",111
"89",112
"90",114
"91",115
"92",116
"93",117
"94",118
"95",119
"96",120
"97",122
"98",123
"99",124
"100",125
"101",126
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",140
"113",142
"114",143
"115",144
"116",146
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",155
"125",157
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",169
"136",170
"137",171
"138",172
"139",173
"140",175
"141",176
"142",178
"143",179
"144",180
"145",181
"146",183
"147",184
"148",186
"149",187
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",198
"158",200
"159",201
"160",202
"161",203
"162",204
"163",205
"164",206
"165",208
"166",209
"167",210
"168",211
"169",212
"170",214
"171",215
"172",216
"173",217
"174",218
"175",219
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
