"","Resample1"
"1",2
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",12
"10",14
"11",15
"12",16
"13",17
"14",19
"15",20
"16",21
"17",22
"18",23
"19",26
"20",28
"21",29
"22",30
"23",31
"24",32
"25",33
"26",34
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",59
"48",63
"49",64
"50",65
"51",67
"52",68
"53",69
"54",70
"55",72
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",80
"63",81
"64",84
"65",85
"66",86
"67",87
"68",88
"69",90
"70",91
"71",92
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",106
"84",107
"85",108
"86",109
"87",110
"88",112
"89",114
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",139
"111",140
"112",142
"113",143
"114",145
"115",147
"116",148
"117",149
"118",150
"119",151
"120",152
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",162
"130",164
"131",165
"132",166
"133",168
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",190
"154",191
"155",192
"156",193
"157",194
"158",197
"159",198
"160",199
"161",200
"162",201
"163",202
"164",204
"165",205
"166",206
"167",207
"168",208
"169",209
"170",210
"171",211
"172",212
"173",213
"174",215
"175",216
"176",217
"177",219
"178",221
"179",222
"180",224
"181",225
"182",226
