"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",8
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",37
"32",39
"33",40
"34",41
"35",42
"36",43
"37",45
"38",46
"39",47
"40",49
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",58
"48",60
"49",61
"50",62
"51",64
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",90
"74",92
"75",93
"76",94
"77",95
"78",97
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
"97",119
"98",120
"99",123
"100",124
"101",126
"102",127
"103",129
"104",130
"105",131
"106",132
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",143
"115",144
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",152
"124",153
"125",154
"126",156
"127",157
"128",158
"129",161
"130",162
"131",163
"132",166
"133",167
"134",168
"135",169
"136",171
"137",172
"138",173
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",189
"153",190
"154",191
"155",193
"156",195
"157",196
"158",199
"159",200
"160",201
"161",202
"162",203
"163",204
"164",205
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",219
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
