"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",27
"22",28
"23",29
"24",31
"25",32
"26",33
"27",35
"28",36
"29",37
"30",38
"31",39
"32",40
"33",41
"34",42
"35",44
"36",45
"37",46
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",55
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",65
"53",66
"54",68
"55",69
"56",70
"57",71
"58",72
"59",74
"60",75
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",87
"70",88
"71",90
"72",91
"73",95
"74",96
"75",97
"76",98
"77",99
"78",101
"79",103
"80",104
"81",107
"82",108
"83",110
"84",111
"85",112
"86",113
"87",114
"88",116
"89",117
"90",118
"91",119
"92",120
"93",122
"94",123
"95",125
"96",126
"97",127
"98",128
"99",129
"100",130
"101",131
"102",132
"103",133
"104",134
"105",135
"106",136
"107",137
"108",138
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",153
"124",154
"125",155
"126",156
"127",157
"128",158
"129",159
"130",160
"131",162
"132",163
"133",164
"134",165
"135",166
"136",167
"137",169
"138",170
"139",171
"140",172
"141",173
"142",174
"143",176
"144",177
"145",178
"146",179
"147",181
"148",182
"149",183
"150",184
"151",185
"152",186
"153",187
"154",188
"155",190
"156",191
"157",194
"158",197
"159",198
"160",199
"161",200
"162",201
"163",202
"164",203
"165",204
"166",205
"167",207
"168",208
"169",209
"170",211
"171",213
"172",214
"173",215
"174",216
"175",217
"176",218
"177",219
"178",221
"179",223
"180",224
"181",225
"182",226
