"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",38
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",66
"53",67
"54",68
"55",69
"56",71
"57",72
"58",73
"59",75
"60",76
"61",77
"62",78
"63",82
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",101
"80",102
"81",103
"82",104
"83",106
"84",107
"85",108
"86",109
"87",110
"88",111
"89",112
"90",113
"91",115
"92",118
"93",119
"94",120
"95",121
"96",122
"97",124
"98",125
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",142
"115",143
"116",145
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",154
"124",155
"125",156
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",192
"156",193
"157",194
"158",196
"159",197
"160",198
"161",199
"162",200
"163",201
"164",202
"165",203
"166",204
"167",205
"168",206
"169",208
"170",209
"171",211
"172",213
"173",214
"174",215
"175",216
"176",218
"177",219
"178",220
"179",221
"180",222
"181",223
"182",225
