"","Resample1"
"1",3
"2",5
"3",6
"4",7
"5",8
"6",10
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",45
"38",47
"39",48
"40",49
"41",50
"42",52
"43",53
"44",55
"45",56
"46",57
"47",58
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",68
"55",70
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",102
"84",103
"85",104
"86",105
"87",106
"88",107
"89",111
"90",112
"91",113
"92",115
"93",116
"94",117
"95",118
"96",119
"97",121
"98",122
"99",123
"100",124
"101",126
"102",127
"103",128
"104",129
"105",130
"106",131
"107",132
"108",134
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",145
"118",146
"119",149
"120",150
"121",151
"122",154
"123",156
"124",157
"125",158
"126",161
"127",163
"128",164
"129",165
"130",166
"131",167
"132",168
"133",169
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",178
"142",179
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",195
"159",197
"160",199
"161",200
"162",204
"163",205
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
