"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",14
"12",15
"13",16
"14",17
"15",21
"16",22
"17",23
"18",25
"19",26
"20",27
"21",28
"22",29
"23",30
"24",32
"25",33
"26",34
"27",35
"28",36
"29",38
"30",39
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",61
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",78
"64",80
"65",81
"66",82
"67",83
"68",85
"69",86
"70",87
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",109
"90",110
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
"97",119
"98",120
"99",121
"100",123
"101",124
"102",125
"103",126
"104",127
"105",128
"106",129
"107",130
"108",131
"109",132
"110",134
"111",136
"112",137
"113",138
"114",139
"115",140
"116",142
"117",144
"118",145
"119",146
"120",149
"121",151
"122",152
"123",154
"124",155
"125",156
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",166
"134",168
"135",170
"136",171
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",183
"147",184
"148",185
"149",187
"150",188
"151",189
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
"161",200
"162",201
"163",203
"164",204
"165",205
"166",206
"167",207
"168",209
"169",210
"170",212
"171",213
"172",214
"173",215
"174",216
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
