"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",21
"19",22
"20",23
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",44
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",55
"46",57
"47",58
"48",62
"49",63
"50",64
"51",66
"52",67
"53",68
"54",69
"55",70
"56",72
"57",73
"58",75
"59",77
"60",78
"61",79
"62",80
"63",81
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",90
"72",91
"73",93
"74",94
"75",95
"76",96
"77",97
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",124
"102",125
"103",127
"104",129
"105",130
"106",132
"107",133
"108",134
"109",135
"110",140
"111",141
"112",142
"113",143
"114",144
"115",146
"116",148
"117",149
"118",150
"119",152
"120",153
"121",154
"122",155
"123",156
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",165
"132",167
"133",168
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",176
"141",177
"142",178
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",189
"151",190
"152",191
"153",193
"154",194
"155",195
"156",196
"157",197
"158",198
"159",199
"160",200
"161",201
"162",202
"163",203
"164",204
"165",205
"166",206
"167",207
"168",209
"169",210
"170",211
"171",214
"172",215
"173",216
"174",217
"175",219
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
