"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",25
"24",27
"25",28
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",40
"35",42
"36",43
"37",44
"38",45
"39",46
"40",49
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",59
"48",60
"49",62
"50",63
"51",66
"52",67
"53",68
"54",69
"55",70
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",86
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",96
"76",98
"77",99
"78",102
"79",105
"80",106
"81",107
"82",108
"83",109
"84",111
"85",112
"86",113
"87",114
"88",115
"89",116
"90",117
"91",118
"92",119
"93",120
"94",121
"95",122
"96",123
"97",124
"98",125
"99",128
"100",129
"101",130
"102",131
"103",132
"104",133
"105",134
"106",135
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",151
"121",152
"122",154
"123",156
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",166
"132",167
"133",168
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",195
"159",197
"160",198
"161",199
"162",200
"163",201
"164",203
"165",204
"166",205
"167",207
"168",210
"169",211
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",218
"177",219
"178",221
"179",222
"180",223
"181",224
"182",226
