"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",26
"22",28
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",44
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",84
"72",85
"73",87
"74",88
"75",89
"76",91
"77",92
"78",93
"79",94
"80",96
"81",97
"82",98
"83",99
"84",100
"85",101
"86",102
"87",103
"88",104
"89",105
"90",106
"91",107
"92",108
"93",110
"94",111
"95",112
"96",114
"97",117
"98",118
"99",119
"100",120
"101",121
"102",122
"103",123
"104",125
"105",126
"106",128
"107",129
"108",130
"109",131
"110",133
"111",135
"112",136
"113",137
"114",138
"115",139
"116",140
"117",142
"118",144
"119",145
"120",146
"121",148
"122",150
"123",151
"124",152
"125",154
"126",156
"127",159
"128",160
"129",161
"130",162
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",178
"146",179
"147",180
"148",181
"149",182
"150",184
"151",185
"152",186
"153",187
"154",188
"155",189
"156",190
"157",191
"158",193
"159",194
"160",195
"161",196
"162",197
"163",199
"164",201
"165",202
"166",206
"167",207
"168",208
"169",210
"170",211
"171",212
"172",213
"173",215
"174",216
"175",218
"176",219
"177",220
"178",221
"179",222
"180",224
"181",225
"182",226
