"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",14
"13",15
"14",16
"15",19
"16",20
"17",21
"18",24
"19",27
"20",28
"21",29
"22",30
"23",31
"24",32
"25",33
"26",34
"27",35
"28",36
"29",37
"30",38
"31",39
"32",40
"33",41
"34",42
"35",43
"36",44
"37",46
"38",48
"39",49
"40",50
"41",51
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",64
"52",65
"53",66
"54",67
"55",72
"56",74
"57",76
"58",77
"59",78
"60",79
"61",80
"62",81
"63",82
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",99
"79",102
"80",103
"81",105
"82",106
"83",107
"84",108
"85",109
"86",110
"87",111
"88",112
"89",113
"90",114
"91",115
"92",116
"93",117
"94",118
"95",119
"96",120
"97",122
"98",123
"99",124
"100",126
"101",127
"102",128
"103",129
"104",131
"105",132
"106",133
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",145
"116",146
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",155
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",172
"139",173
"140",174
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",187
"152",188
"153",189
"154",190
"155",191
"156",192
"157",194
"158",196
"159",197
"160",199
"161",200
"162",201
"163",202
"164",203
"165",204
"166",205
"167",206
"168",208
"169",209
"170",210
"171",211
"172",212
"173",213
"174",214
"175",216
"176",217
"177",218
"178",219
"179",221
"180",222
"181",224
"182",225
