"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",14
"15",15
"16",16
"17",18
"18",20
"19",21
"20",22
"21",23
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",33
"30",35
"31",39
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",75
"64",77
"65",78
"66",79
"67",80
"68",82
"69",83
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",96
"82",99
"83",100
"84",103
"85",104
"86",105
"87",106
"88",108
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
"97",118
"98",119
"99",120
"100",121
"101",123
"102",124
"103",125
"104",126
"105",127
"106",128
"107",129
"108",130
"109",131
"110",132
"111",134
"112",135
"113",136
"114",138
"115",139
"116",140
"117",141
"118",142
"119",143
"120",144
"121",145
"122",146
"123",147
"124",148
"125",150
"126",153
"127",154
"128",155
"129",156
"130",158
"131",161
"132",163
"133",164
"134",166
"135",167
"136",168
"137",169
"138",170
"139",171
"140",172
"141",173
"142",174
"143",177
"144",178
"145",179
"146",180
"147",181
"148",183
"149",184
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",191
"157",192
"158",193
"159",195
"160",196
"161",197
"162",198
"163",200
"164",201
"165",202
"166",203
"167",205
"168",206
"169",210
"170",212
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",224
"181",225
"182",226
