"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",26
"22",29
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",43
"36",44
"37",45
"38",46
"39",48
"40",49
"41",50
"42",51
"43",53
"44",54
"45",55
"46",56
"47",59
"48",60
"49",61
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",72
"59",73
"60",74
"61",75
"62",76
"63",78
"64",79
"65",80
"66",82
"67",83
"68",84
"69",86
"70",88
"71",89
"72",90
"73",92
"74",95
"75",96
"76",97
"77",99
"78",100
"79",101
"80",104
"81",105
"82",106
"83",107
"84",108
"85",109
"86",110
"87",111
"88",112
"89",114
"90",115
"91",116
"92",117
"93",118
"94",120
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",128
"102",129
"103",130
"104",131
"105",133
"106",135
"107",136
"108",137
"109",139
"110",140
"111",141
"112",142
"113",144
"114",145
"115",146
"116",147
"117",149
"118",150
"119",151
"120",152
"121",153
"122",154
"123",155
"124",157
"125",160
"126",161
"127",162
"128",163
"129",164
"130",165
"131",166
"132",167
"133",168
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",176
"141",177
"142",178
"143",180
"144",181
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",193
"154",194
"155",195
"156",197
"157",198
"158",199
"159",200
"160",201
"161",202
"162",204
"163",205
"164",207
"165",208
"166",209
"167",210
"168",211
"169",212
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
