"","Resample1"
"1",2
"2",3
"3",4
"4",6
"5",7
"6",9
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",49
"42",51
"43",53
"44",54
"45",55
"46",57
"47",58
"48",59
"49",61
"50",63
"51",64
"52",67
"53",68
"54",70
"55",71
"56",72
"57",75
"58",76
"59",77
"60",78
"61",79
"62",81
"63",82
"64",83
"65",84
"66",85
"67",86
"68",87
"69",89
"70",90
"71",91
"72",92
"73",95
"74",96
"75",97
"76",98
"77",99
"78",101
"79",102
"80",103
"81",104
"82",105
"83",107
"84",108
"85",109
"86",110
"87",113
"88",114
"89",115
"90",116
"91",117
"92",119
"93",120
"94",122
"95",123
"96",124
"97",125
"98",127
"99",128
"100",129
"101",130
"102",131
"103",133
"104",134
"105",135
"106",138
"107",139
"108",140
"109",141
"110",143
"111",144
"112",146
"113",147
"114",148
"115",149
"116",150
"117",152
"118",153
"119",154
"120",155
"121",156
"122",157
"123",158
"124",159
"125",160
"126",161
"127",163
"128",164
"129",165
"130",166
"131",167
"132",168
"133",169
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",182
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
"161",200
"162",202
"163",203
"164",204
"165",205
"166",206
"167",207
"168",209
"169",210
"170",211
"171",212
"172",214
"173",216
"174",217
"175",219
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
