"","Resample1"
"1",1
"2",2
"3",4
"4",7
"5",8
"6",9
"7",10
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",22
"18",23
"19",25
"20",26
"21",27
"22",30
"23",31
"24",32
"25",33
"26",34
"27",35
"28",36
"29",37
"30",38
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",73
"60",75
"61",76
"62",77
"63",78
"64",79
"65",84
"66",85
"67",87
"68",89
"69",90
"70",91
"71",94
"72",95
"73",96
"74",97
"75",98
"76",100
"77",101
"78",102
"79",103
"80",104
"81",105
"82",106
"83",107
"84",108
"85",111
"86",112
"87",114
"88",115
"89",117
"90",120
"91",121
"92",122
"93",123
"94",124
"95",125
"96",126
"97",127
"98",128
"99",129
"100",130
"101",131
"102",132
"103",133
"104",134
"105",136
"106",137
"107",138
"108",139
"109",141
"110",142
"111",145
"112",146
"113",148
"114",149
"115",150
"116",151
"117",152
"118",153
"119",154
"120",156
"121",157
"122",158
"123",159
"124",160
"125",161
"126",162
"127",163
"128",164
"129",165
"130",166
"131",167
"132",168
"133",169
"134",170
"135",172
"136",174
"137",175
"138",176
"139",177
"140",178
"141",180
"142",181
"143",182
"144",183
"145",184
"146",185
"147",186
"148",187
"149",188
"150",189
"151",190
"152",192
"153",193
"154",194
"155",195
"156",197
"157",198
"158",199
"159",200
"160",201
"161",202
"162",204
"163",205
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",218
"177",220
"178",221
"179",222
"180",223
"181",224
"182",226
