"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",14
"15",16
"16",17
"17",19
"18",20
"19",21
"20",22
"21",24
"22",25
"23",26
"24",28
"25",29
"26",32
"27",33
"28",36
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",58
"48",59
"49",60
"50",62
"51",63
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",73
"59",75
"60",76
"61",77
"62",78
"63",79
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",96
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",109
"87",111
"88",113
"89",114
"90",115
"91",116
"92",117
"93",118
"94",119
"95",120
"96",123
"97",124
"98",125
"99",126
"100",127
"101",128
"102",129
"103",130
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",152
"123",153
"124",154
"125",155
"126",156
"127",157
"128",158
"129",159
"130",162
"131",163
"132",165
"133",166
"134",168
"135",170
"136",172
"137",173
"138",174
"139",175
"140",176
"141",178
"142",179
"143",180
"144",181
"145",182
"146",183
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
"161",199
"162",200
"163",202
"164",203
"165",205
"166",206
"167",207
"168",208
"169",209
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",218
"177",219
"178",220
"179",223
"180",224
"181",225
"182",226
