"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",7
"6",8
"7",9
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",20
"16",22
"17",23
"18",24
"19",25
"20",26
"21",28
"22",30
"23",31
"24",33
"25",34
"26",36
"27",37
"28",38
"29",39
"30",40
"31",42
"32",43
"33",44
"34",45
"35",46
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",64
"53",66
"54",68
"55",70
"56",71
"57",72
"58",73
"59",74
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",106
"87",107
"88",108
"89",109
"90",110
"91",112
"92",113
"93",114
"94",115
"95",117
"96",119
"97",120
"98",121
"99",122
"100",124
"101",125
"102",126
"103",128
"104",129
"105",130
"106",131
"107",132
"108",133
"109",134
"110",135
"111",136
"112",139
"113",140
"114",141
"115",142
"116",144
"117",145
"118",146
"119",147
"120",148
"121",152
"122",153
"123",154
"124",155
"125",156
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",169
"138",170
"139",171
"140",172
"141",173
"142",174
"143",175
"144",176
"145",177
"146",178
"147",179
"148",180
"149",181
"150",182
"151",184
"152",185
"153",186
"154",187
"155",188
"156",189
"157",190
"158",192
"159",194
"160",195
"161",197
"162",199
"163",201
"164",202
"165",203
"166",204
"167",205
"168",208
"169",210
"170",211
"171",213
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
