"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",36
"33",37
"34",38
"35",39
"36",40
"37",41
"38",43
"39",44
"40",45
"41",46
"42",47
"43",48
"44",49
"45",50
"46",51
"47",53
"48",54
"49",55
"50",56
"51",57
"52",58
"53",59
"54",60
"55",61
"56",65
"57",66
"58",67
"59",68
"60",71
"61",72
"62",73
"63",77
"64",78
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",87
"72",89
"73",92
"74",93
"75",94
"76",95
"77",98
"78",99
"79",100
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
